YKR034W	YCR040W	YJL110C	YCR096C	YFL021W	YPR199C	YER040W	YDL170W	YDR520C	YML113W	YCR039C	YGL001C	YER190W	YDR084C	YER189W	YIR029W	YDL210W	YCR041W	YMR193W	YHR091C	YNL338W	YDR544C	YNL339C	YDR545W	YCR019W	YCR018CA	YNL337W	YER002W	YGR019W	YKR039W	YEL063C	YBL113C	YBL112C	YBL109W	YHR157W	YHR156C	YLR023C	YDR041W	YBL111C	YLR465C	YDR040C	YLR463C	YLR467W	YDR543C	YDR210WD	YCR105W	YNR068C	YBL018C	YNL143C	YBR006W	YIR032C	YIR005W	YHR037W	YDR210W	YMR257C	YBR208C	YNL142W	YHR029C	YOR348C	YBR103W	YBR102C	YBR166C	YIR028W	YOR375C	YLR142W	YLR082C	YIR031C	YKL178C	YHL016C	YMR098C	YJR110W	YJR109C	YMR086CA	YKR093W	YMR087W	YDR522C	YDR067C	YDR317W	YJL088W	YDR068W	YGR072W	YLR048W	YDR473C	YGR071C	YLR047C	YGR296W	YOL159C	YNL241C	YLL065W	YJR011C	YLR439W	YJR044C	YMR258C	YLR265C	YDR319C	YLL048C	YBR268W	YOL042W	YGL004C	YBR266C
0.0565372	0.7026657	0.6518220	0.0007178	0.2578878	0.3789238	0.6840637	0.7035414	0.6258406	0.7017475	0.3414300	0.4759983	0.5689037	0.2964859	0.2246124	0.1666817	0.0026635	0.7708033	0.2111353	0.0020465	0.4948392	0.6350704	0.0031756	0.3814723	0.4139030	0.6635787	0.6470906	0.5628450	0.0330764	0.5312671	0.2312960	0.4028642	0.3394457	0.7289423	0.6463325	0.8732269	0.4007702	0.0002761	0.0344171	0.7391268	0.2003527	0.7232080	0.0031440	0.0977564	0.1353860	0.3242321	0.6104221	0.2591107	0.5916410	0.2307031	0.1407924	0.0330477	0.0188203	0.5857208	0.4680029	0.0016785	0.0066150	0.0966058	0.6364175	0.0394299	0.3444782	0.6882485	0.1766536	0.0920146	0.6727688	0.6737265	0.0000000	0.7085970	0.3648474	0.5684308	0.2043670	0.1263584	0.2769261	0.3875407	0.2024519	0.0010125	0.6980237	0.6019252	0.1073644	0.6760918	0.2826982	0.3007211	0.1717195	0.7400309	0.5683385	0.6604604	0.0526910	0.2260772	0.6142506	0.0000000	0.4868671	0.0545857	0.1317918	0.7705390	0.1446343	0.2044677	0.3265689	0.0935745	0.6381608	0.5103333
0.0545025	0.6240772	0.6347999	0.2301771	0.2506919	0.3666887	0.6782146	0.8211089	0.6650638	0.5132755	0.1164496	0.6423510	0.5217791	0.4900631	0.1209808	0.7410873	0.0001163	0.2984660	0.5212194	0.0415625	0.1843275	0.4402990	0.3133748	0.7142989	0.4276673	0.7192534	0.6678869	0.3105835	0.0000000	0.5055991	0.5911027	0.1648087	0.7309804	0.4161218	0.0003624	0.7419594	0.3029430	0.2387341	0.0248965	0.6057341	0.3953205	0.1046511	0.0075501	0.2235973	0.4604765	0.3531028	0.6505456	0.3110185	0.3197016	0.0000096	0.0047061	0.3575995	0.0010725	0.5751992	0.3928154	0.6021340	0.0913232	0.2360275	0.4109460	0.0322349	0.4435372	0.6595372	0.2813046	0.0367436	0.2480884	0.7280627	0.0016372	0.1051175	0.1327684	0.4454765	0.1064281	0.5800402	0.2399261	0.0052353	0.2269635	0.0030313	0.6709212	0.2098255	0.0000000	0.1825384	0.3090967	0.3118327	0.0039037	0.0898057	0.5732547	0.7130237	0.0626770	0.2235977	0.5424476	0.1876641	0.3515383	0.0012418	0.1476402	0.6024309	0.2388160	0.3001483	0.2759234	0.2621051	0.6045028	0.5245647
0.3831730	0.6544768	0.6471825	0.2132336	0.4738925	0.6527462	0.4879208	0.8451652	0.1297662	0.7083342	0.2081014	0.3735889	0.3307994	0.0540798	0.5285310	0.1538992	0.3389884	0.2700932	0.6973381	0.4116147	0.5230105	0.5945653	0.1372683	0.6648783	0.5631626	0.6293024	0.6291295	0.6660972	0.0273754	0.6972482	0.0017771	0.7998428	0.1460543	0.5309075	0.4629180	0.8005867	0.5683413	0.0001078	0.0557723	0.6246382	0.0001459	0.6142128	0.0078391	0.3634008	0.3540766	0.6956618	0.6128475	0.4321500	0.4789553	0.0418587	0.7120747	0.1823453	0.2597144	0.7095005	0.6485382	0.7187206	0.4728941	0.1017468	0.7674464	0.6300518	0.0175273	0.0950538	0.1175860	0.1918755	0.4221180	0.1604613	0.0000000	0.4520474	0.2768800	0.0616009	0.0257865	0.4071443	0.8224453	0.6006199	0.3715625	0.0017475	0.0778374	0.3295872	0.0046290	0.6661995	0.0989523	0.0000000	0.0005557	0.6644868	0.6845774	0.7648846	0.0943238	0.2809308	0.6797025	0.1507878	0.1791689	0.0919141	0.1148181	0.5378958	0.0526205	0.2134770	0.0580236	0.0004988	0.1570602	0.6733720
0.2579299	0.7137366	0.7847599	0.0926936	0.3363646	0.7250551	0.6283598	0.7057303	0.7188813	0.1133084	0.0496351	0.6866374	0.3247081	0.0152608	0.5480629	0.1980999	0.7522764	0.2676132	0.0098522	0.2506863	0.4312980	0.4565693	0.4711874	0.5731236	0.6879109	0.7132413	0.6988471	0.5516211	0.0663067	0.7383707	0.0636836	0.2380218	0.2950060	0.5362628	0.6314680	0.2243328	0.2917708	0.0011033	0.1211162	0.6761159	0.0138997	0.6633065	0.0008466	0.7370227	0.4878211	0.1695385	0.6670497	0.5407915	0.0546867	0.1377864	0.6725952	0.2208188	0.1081778	0.5219154	0.6358992	0.1785841	0.0990774	0.0000000	0.5742501	0.0707644	0.4937037	0.1587023	0.0763722	0.1683157	0.6430255	0.2476286	0.0000000	0.5599097	0.1121939	0.4376279	0.2748862	0.2987810	0.7901156	0.2407576	0.3492581	0.0096487	0.4381050	0.6251563	0.0082133	0.6991596	0.4444326	0.3718087	0.4026541	0.0018739	0.6208067	0.7793222	0.0388784	0.5364222	0.5746313	0.1937982	0.2414479	0.0459443	0.0076775	0.6344504	0.1024187	0.1508534	0.1197447	0.0454901	0.0417162	0.6472998
0.4229510	0.6943521	0.7072449	0.0016422	0.2702534	0.6955976	0.0000000	0.0000000	0.5560174	0.6984294	0.3304570	0.0000000	0.2061572	0.1414922	0.2657256	0.0000000	0.0189699	0.3191329	0.1272936	0.5483868	0.6146799	0.5781835	0.0655113	0.3151893	0.4170259	0.5137500	0.5977774	0.4112805	0.6621886	0.2713529	0.0457691	0.4407504	0.0322651	0.6157030	0.0000000	0.3526494	0.4170786	0.0004130	0.2674506	0.6338257	0.3661187	0.6064992	0.0000000	0.2735024	0.5444222	0.1878354	0.1007643	0.7127122	0.1802263	0.1396808	0.0000000	0.1235159	0.0010686	0.6942233	0.6967992	0.1105276	0.3170323	0.6771020	0.2544587	0.0000000	0.7045585	0.4795381	0.0000000	0.5689005	0.5562714	0.6039288	0.4937696	0.6640490	0.2772334	0.4605706	0.5518672	0.0000000	0.6489053	0.2102975	0.4465316	0.4883134	0.2184992	0.5402321	0.3080685	0.5385093	0.0910907	0.6678580	0.0023630	0.7227169	0.3585823	0.6244340	0.6306076	0.3325008	0.6397757	0.0010703	0.3885569	0.3124250	0.1886307	0.4820209	0.1682166	0.2091949	0.2384139	0.0000428	0.4096246	0.6716251
0.3830560	0.3527637	0.7073047	0.0000690	0.3451475	0.5917689	0.1677528	0.3261645	0.4311718	0.6752201	0.3128129	0.5619837	0.3774018	0.0776479	0.6460793	0.0000000	0.1774262	0.5954209	0.3412056	0.0203159	0.3888487	0.2457139	0.5205566	0.7368959	0.3230205	0.6519364	0.5223172	0.6283076	0.1597592	0.3744267	0.6913429	0.5008987	0.6951799	0.6190874	0.5900305	0.5250365	0.3438945	0.0043758	0.1798969	0.6605890	0.0034717	0.1592029	0.0074296	0.7186318	0.1649661	0.1426986	0.7065155	0.1608314	0.5852502	0.0000000	0.5066079	0.3264283	0.4048372	0.0217417	0.6261035	0.6761970	0.0010688	0.5514138	0.2809936	0.0263826	0.1899585	0.1327156	0.4624268	0.0822874	0.6433188	0.6809658	0.0003865	0.2633258	0.0000000	0.0938709	0.5086314	0.0008328	0.6379247	0.5498178	0.4338805	0.0769485	0.2411385	0.4982449	0.1422798	0.5963149	0.1677394	0.2788233	0.0001319	0.7833610	0.1802660	0.7792388	0.5113485	0.0548205	0.6982814	0.1783360	0.4135750	0.1371464	0.1140424	0.7321458	0.0000000	0.2805617	0.0576711	0.0517237	0.1781563	0.6016119
0.2079668	0.2052893	0.6345223	0.3128072	0.4703301	0.0919359	0.5154298	0.5694860	0.5105937	0.6628646	0.4568091	0.3610588	0.4508755	0.5256651	0.4792125	0.0920334	0.1534034	0.7089705	0.3465669	0.0017232	0.5681925	0.4678894	0.4288557	0.4706441	0.4802363	0.5521623	0.6530022	0.7504012	0.0212139	0.6422841	0.0785880	0.1063766	0.2519373	0.6212670	0.4104482	0.6902198	0.4364880	0.5607139	0.0100855	0.8039092	0.3970493	0.4955956	0.0112917	0.7513200	0.1763289	0.8855042	0.6941863	0.1274718	0.4979209	0.1523032	0.5671883	0.0143065	0.1211695	0.4732569	0.2166818	0.1824413	0.0663658	0.1692175	0.4894489	0.0269528	0.4658504	0.1608902	0.1556804	0.2783050	0.4102753	0.6984544	0.2246293	0.0694352	0.3778886	0.0374698	0.0127513	0.0008913	0.0045908	0.4752561	0.5534644	0.4008618	0.1213712	0.0754473	0.0000000	0.4168180	0.0420269	0.3363514	0.0010877	0.5405031	0.0561031	0.5779661	0.2060702	0.0023537	0.7002665	0.1422331	0.3875742	0.0815224	0.1283128	0.7770640	0.1110185	0.0563267	0.0592914	0.0475983	0.5263101	0.6841111
0.4545980	0.6162487	0.1168437	0.0058796	0.0892962	0.6902371	0.4935219	0.7003394	0.4263181	0.6959421	0.0325430	0.1490171	0.4850705	0.0160964	0.0741730	0.4165156	0.4467875	0.3615456	0.0578691	0.0287541	0.4490064	0.6426347	0.0143279	0.5934490	0.5896289	0.2988728	0.7117444	0.0590285	0.4384454	0.6572617	0.4726115	0.7207976	0.5558778	0.6410796	0.4716203	0.1871890	0.4035995	0.0004068	0.1804687	0.6378241	0.7454759	0.1459487	0.4816390	0.2478366	0.4432967	0.2272180	0.5320424	0.5449604	0.1067784	0.0000154	0.6531169	0.3945958	0.5980786	0.0171129	0.1533481	0.6163664	0.0106605	0.5242915	0.7510008	0.0471844	0.2383711	0.4494912	0.1656994	0.1617178	0.0000000	0.4279884	0.2326982	0.5401703	0.2834045	0.0011568	0.0438741	0.0335319	0.5487455	0.6745459	0.4470188	0.5504598	0.4706547	0.5360977	0.2368508	0.0066537	0.1131799	0.0372743	0.0273399	0.7163634	0.5539647	0.6616585	0.0326696	0.0029585	0.5743258	0.0882712	0.3119344	0.0520493	0.4968898	0.1385968	0.7136412	0.3495982	0.3503426	0.0709680	0.5673165	0.6948762
0.5166794	0.6792264	0.5277826	0.2772353	0.5662052	0.7609252	0.6617386	0.7531696	0.5005630	0.5987022	0.2098564	0.5454369	0.4208014	0.5653499	0.1740021	0.0007010	0.3891126	0.3135286	0.0263198	0.0116750	0.1273582	0.8265086	0.0226990	0.5890728	0.3780448	0.2675163	0.6652874	0.0000000	0.6020136	0.6425558	0.0238709	0.4484794	0.1121650	0.5643393	0.1222486	0.4316391	0.6496586	0.0965466	0.0000000	0.5983122	0.0004081	0.7293555	0.2385847	0.6024184	0.3104987	0.6720747	0.4568957	0.4464604	0.1575899	0.0458317	0.6258438	0.0891315	0.3593691	0.5726770	0.5375513	0.2116363	0.1465059	0.0761976	0.5661083	0.0526549	0.0626467	0.0939745	0.0069318	0.1392598	0.2544714	0.5675137	0.0000000	0.5772939	0.1749639	0.2057662	0.1985699	0.0016903	0.7170150	0.3165941	0.6624022	0.0000871	0.0025026	0.2358171	0.0000000	0.1093875	0.0827250	0.4381917	0.0012182	0.5155282	0.6332945	0.6292883	0.5050583	0.0036511	0.8222580	0.0251397	0.0151264	0.0000891	0.1415237	0.6212222	0.0859641	0.1960912	0.0729204	0.0001582	0.2375644	0.6372044
0.5571909	0.7143390	0.1269504	0.0002109	0.0917890	0.7380241	0.7412906	0.6982925	0.6479045	0.7253484	0.7046681	0.0000000	0.6601127	0.3502014	0.1126158	0.1321358	0.1245299	0.4870852	0.1509164	0.6441594	0.0192154	0.6444816	0.0407337	0.6826729	0.5740792	0.6222074	0.6126506	0.0004427	0.5598501	0.7994816	0.1116061	0.1983392	0.1729225	0.0614494	0.4558336	0.3783062	0.2875031	0.3310014	0.0154994	0.6111105	0.8455385	0.0659917	0.8334283	0.1975254	0.2540037	0.6753830	0.5386385	0.5618061	0.4428117	0.0000423	0.6373702	0.5915911	0.3659568	0.0457681	0.3077870	0.5131648	0.8153658	0.6116580	0.4363768	0.0767954	0.4223075	0.0558125	0.0672644	0.0637955	0.7636180	0.1053351	0.1264027	0.4572202	0.3183167	0.1702193	0.3686814	0.6229748	0.6187235	0.2616012	0.3745981	0.3255574	0.5958040	0.7558218	0.1342215	0.0048310	0.4196633	0.1764985	0.6873109	0.6761802	0.5946162	0.6698372	0.6396776	0.2321522	0.5568277	0.3127193	0.1151907	0.0000052	0.2511922	0.0081640	0.7812674	0.6099415	0.5683068	0.0402694	0.3684313	0.2917735
0.5275203	0.5151685	0.1750535	0.3432517	0.0797795	0.6536505	0.5659873	0.6830974	0.1731137	0.6703521	0.3839925	0.6057992	0.6600838	0.3930702	0.5192976	0.3579138	0.5362935	0.3243288	0.6775186	0.0562773	0.2827638	0.5928438	0.3479609	0.6068186	0.2541218	0.6833557	0.6767766	0.0137918	0.5695793	0.4535379	0.2399685	0.6514487	0.0157109	0.0772149	0.5078492	0.0023931	0.6072967	0.6768756	0.1280544	0.6207430	0.3424718	0.4670386	0.2664244	0.1754280	0.2985775	0.5628431	0.3227192	0.5929093	0.4906790	0.0715520	0.6067411	0.4208290	0.3897000	0.2627680	0.4846044	0.4405123	0.0003861	0.2553145	0.4440271	0.4488289	0.0346803	0.1965772	0.0000000	0.0878907	0.6116082	0.1272280	0.1187089	0.0800205	0.1439162	0.6528970	0.1085694	0.3440562	0.6694240	0.3825790	0.4334026	0.1184150	0.6615481	0.6850144	0.1852181	0.0119322	0.4181396	0.0188947	0.3470338	0.3433049	0.2440091	0.6713022	0.0082778	0.0029601	0.5411902	0.0000000	0.0996218	0.0000217	0.0038300	0.0158739	0.5206971	0.6194815	0.5285582	0.1282555	0.8205584	0.3228298
0.5575849	0.6856645	0.1694848	0.3432667	0.1034244	0.5630688	0.7406003	0.6841727	0.6308389	0.5172537	0.2811835	0.5418551	0.5065407	0.0495945	0.3389695	0.2901361	0.3334170	0.3115391	0.0118330	0.4565416	0.3545466	0.5527422	0.0399050	0.4841773	0.3777727	0.2328753	0.8020643	0.0707141	0.0557952	0.7542790	0.0781723	0.3380887	0.0991385	0.5794234	0.3248790	0.4675649	0.5130026	0.2811211	0.1394666	0.6786543	0.1685723	0.1326319	0.4305329	0.4963378	0.5388415	0.6332952	0.6256982	0.3490267	0.5770020	0.0586835	0.6968779	0.4667650	0.3226791	0.1472936	0.6393971	0.1490807	0.0005424	0.4862074	0.4638734	0.0347897	0.0277500	0.4528829	0.0883096	0.0529718	0.6022306	0.6016278	0.0001307	0.5430525	0.1807540	0.0849320	0.1733656	0.0061726	0.7496816	0.5865622	0.4715874	0.0009752	0.6669069	0.5199304	0.0415401	0.1166379	0.4199118	0.0738290	0.1240948	0.2149796	0.1642830	0.6964426	0.3197217	0.0070372	0.4953437	0.2256608	0.0850723	0.0000000	0.3524838	0.1125929	0.2871352	0.5628402	0.5660375	0.1026547	0.6791417	0.5319102
0.5566907	0.7198533	0.6849548	0.0000617	0.6079597	0.5957841	0.6522243	0.6112403	0.0211390	0.0485621	0.0179599	0.0000000	0.7157859	0.1130314	0.4451768	0.3174334	0.6101503	0.2799044	0.0132244	0.5379622	0.3099741	0.1145927	0.0582847	0.4267446	0.6721629	0.6054959	0.7699717	0.7727235	0.6588515	0.7427876	0.0293376	0.3863821	0.3199738	0.4781891	0.5081760	0.1958817	0.3005052	0.4657195	0.0009745	0.6853357	0.3519706	0.6758192	0.4274060	0.7366806	0.0744392	0.5384347	0.5627104	0.4417878	0.3991994	0.0168700	0.7044894	0.1526914	0.5112270	0.6100889	0.7312465	0.5801647	0.2165873	0.0152670	0.5922290	0.1115317	0.3706495	0.0532494	0.0854211	0.1036945	0.7063527	0.6637632	0.0243816	0.5477154	0.1712178	0.5557637	0.0682996	0.0496073	0.7055219	0.5253546	0.3662623	0.5755004	0.0092244	0.3721170	0.0339983	0.6196007	0.0361351	0.5317253	0.5525007	0.0000302	0.0552664	0.6645801	0.0755399	0.3551324	0.6489621	0.2860272	0.1577672	0.0016161	0.1341319	0.5841279	0.0485015	0.2731072	0.0727108	0.0001039	0.4357688	0.7603514
0.4728931	0.7905914	0.1862136	0.0003096	0.3351685	0.8022314	0.0000000	0.0260454	0.4693135	0.6925366	0.1787389	0.0000000	0.1237814	0.5782498	0.7257917	0.6306772	0.2896034	0.5380130	0.6586485	0.5733991	0.1424782	0.2392542	0.0803157	0.1522628	0.4849818	0.0496014	0.6543903	0.5888729	0.4237627	0.6483267	0.0000000	0.1215256	0.2212540	0.1567107	0.5135085	0.0884539	0.6963709	0.1784739	0.2763241	0.7692308	0.0004113	0.6336080	0.0127491	0.3551060	0.0000000	0.5602956	0.4451094	0.3237458	0.6331910	0.1067139	0.1719855	0.2930871	0.2610887	0.0000000	0.1240838	0.1785898	0.2902935	0.4890764	0.2685639	0.3823982	0.2055940	0.1442161	0.3561957	0.4263723	0.5931047	0.3724663	0.0036804	0.3517266	0.5459518	0.0922565	0.4773226	0.2765464	0.6023395	0.0003736	0.5430968	0.1211391	0.0000000	0.2378161	0.1905344	0.5250110	0.0000000	0.6280748	0.0460002	0.2652645	0.0000000	0.7127541	0.7235793	0.2792237	0.1501377	0.2606878	0.4707624	0.0000942	0.2546296	0.5144544	0.0167536	0.0000000	0.0338259	0.0735287	0.4558091	0.7583565
0.1204227	0.1817612	0.2402134	0.2517603	0.0264323	0.2558645	0.6993022	0.7900341	0.0000000	0.7113420	0.4292028	0.6129026	0.6029206	0.0039429	0.4651534	0.6375790	0.6735091	0.3251687	0.5740461	0.0008277	0.0057427	0.1026780	0.3413328	0.6956011	0.1338087	0.3920094	0.7283378	0.0051643	0.0390945	0.6321843	0.1923759	0.3081311	0.7217302	0.2704557	0.7354290	0.0007920	0.4971520	0.2442633	0.3595090	0.7540394	0.6597336	0.5218753	0.2102637	0.5659776	0.4000963	0.5993134	0.6886144	0.1514630	0.0075337	0.1650726	0.1972948	0.2987981	0.0128246	0.0007774	0.4660627	0.1581228	0.0000011	0.5869976	0.6098665	0.6133399	0.0354329	0.1131757	0.1900143	0.1025228	0.2690531	0.6167834	0.0000000	0.4940116	0.4113754	0.2909173	0.3923858	0.2294412	0.1029442	0.3976097	0.2167698	0.1423984	0.5562352	0.6664541	0.1345988	0.0005188	0.3993268	0.1289348	0.0216660	0.6581320	0.3224632	0.6592757	0.0058775	0.2106476	0.6106883	0.1666528	0.0158951	0.0666204	0.4048923	0.0636009	0.6265961	0.1593028	0.7079745	0.0591344	0.6326782	0.0165667
0.6174818	0.2770728	0.1056202	0.3898932	0.2607973	0.3165411	0.5952082	0.7309204	0.5757880	0.5781520	0.6579873	0.6302453	0.6008642	0.0369185	0.6141389	0.0016019	0.2132102	0.3709433	0.0837115	0.0604652	0.0158590	0.2132031	0.3908457	0.6101257	0.6262285	0.1943427	0.7014745	0.6518129	0.1303887	0.6862820	0.0164226	0.1268478	0.0297159	0.2671594	0.3835724	0.5196275	0.3242314	0.5972732	0.0948549	0.7708703	0.2929043	0.5426259	0.6391299	0.6521913	0.1647795	0.2033875	0.6723309	0.2861292	0.4265537	0.0269127	0.7316685	0.1961348	0.4269226	0.5889077	0.7058824	0.2797429	0.0066203	0.0840262	0.6442824	0.7641085	0.2015206	0.5597774	0.0573682	0.0185753	0.6115818	0.5751332	0.0259996	0.2252739	0.0313833	0.1105644	0.2831002	0.4612630	0.5587104	0.5797009	0.4367848	0.4562636	0.0101732	0.4238704	0.0815506	0.5837329	0.0062785	0.0000000	0.2162273	0.6900847	0.7110662	0.6561187	0.6951941	0.2374728	0.5856710	0.3254549	0.0939804	0.0655600	0.0002926	0.2165297	0.0098554	0.6103811	0.1000905	0.0054671	0.5810806	0.6196861
0.1362439	0.1297157	0.3311859	0.2786179	0.1386589	0.0000000	0.3038541	0.4222951	0.6760060	0.2277752	0.1253102	0.2748706	0.3341529	0.0000780	0.0224552	0.5127267	0.0016957	0.6506160	0.2800204	0.0008906	0.4242488	0.2293276	0.4802244	0.3573251	0.6882696	0.6304432	0.6556596	0.3533130	0.1333984	0.3990318	0.0000000	0.7309624	0.5268318	0.1303008	0.1244663	0.5219560	0.3026547	0.1819460	0.0000000	0.7084186	0.1044235	0.3192045	0.0335836	0.6982115	0.1760501	0.0506075	0.1663384	0.3173981	0.2240237	0.0000000	0.4937965	0.3630760	0.2478687	0.1327213	0.5515638	0.5487369	0.0016598	0.5589252	0.4890026	0.1535774	0.3714317	0.1017613	0.3459533	0.5270721	0.7168419	0.5839217	0.1728296	0.0135944	0.5252803	0.6168710	0.0000000	0.0100448	0.6830817	0.4062985	0.6804903	0.0003906	0.3128375	0.4138822	0.3162268	0.1916305	0.1764922	0.0526064	0.0284216	0.6714483	0.0262141	0.4968546	0.1115433	0.0000118	0.6542946	0.2367188	0.5363157	0.0144118	0.3544636	0.6807198	0.4433329	0.7498335	0.4221207	0.0461675	0.5804768	0.5145137
0.0479332	0.2123061	0.7012262	0.0488616	0.3690469	0.3157701	0.7449170	0.7342684	0.6107469	0.8120966	0.0118010	0.0439709	0.5337154	0.0859685	0.5571121	0.6804049	0.2162699	0.3275418	0.0207292	0.3836662	0.0071600	0.4762631	0.3299022	0.4895660	0.7705190	0.6246195	0.5959343	0.6042133	0.0375449	0.7587939	0.2271201	0.4158443	0.3720129	0.4087366	0.1166426	0.4326965	0.5886551	0.3398214	0.1175889	0.6119845	0.0027087	0.2739225	0.0030479	0.1145765	0.3210402	0.7490378	0.5919212	0.1826434	0.5935933	0.2159375	0.0047933	0.1470739	0.0003431	0.6166406	0.3834317	0.5201211	0.0585792	0.0774910	0.6066785	0.2643192	0.4911376	0.6669903	0.0876353	0.0860867	0.3019937	0.5830293	0.2971883	0.3963225	0.4174441	0.0601444	0.3200598	0.3543846	0.6855043	0.2151756	0.5766399	0.0001329	0.6976605	0.2659659	0.0000000	0.2912857	0.2781195	0.2302221	0.2360582	0.6607757	0.5507755	0.6031209	0.1133134	0.0062128	0.7841908	0.0788093	0.0000000	0.0545214	0.0913858	0.6595264	0.0247380	0.3255245	0.1781870	0.2934542	0.5032739	0.7811961
0.2404901	0.6966834	0.4147862	0.2632160	0.0816567	0.6558451	0.6887724	0.5978138	0.6751917	0.6638782	0.2595406	0.6946312	0.6682287	0.0018012	0.3851120	0.4274301	0.0505986	0.2814571	0.0141002	0.5633715	0.1215159	0.5610837	0.0329789	0.5343296	0.6155368	0.7346155	0.4801143	0.0396287	0.1675795	0.7003776	0.3737325	0.6835923	0.7056940	0.6840794	0.6466964	0.2962861	0.5261390	0.0238059	0.1212655	0.6264918	0.6475178	0.2156067	0.0826895	0.6594368	0.3233862	0.3629063	0.1499667	0.6075444	0.0278373	0.1686393	0.6831969	0.1026257	0.2368439	0.1972961	0.6374567	0.2421627	0.2994738	0.0000000	0.6352094	0.1460123	0.0313848	0.0672499	0.0593919	0.2401225	0.2392276	0.1616243	0.2170117	0.3885734	0.0129696	0.0044259	0.3981226	0.5335555	0.6222800	0.1169790	0.3306255	0.0005566	0.7943967	0.4173085	0.0492315	0.2814653	0.1954845	0.2652231	0.0048594	0.3486277	0.7402460	0.7020472	0.0664770	0.0001514	0.5539808	0.3811755	0.2479907	0.0569551	0.0292441	0.2826067	0.0151875	0.6252435	0.4992800	0.0002719	0.7708747	0.0945711
0.0370373	0.7525417	0.5711081	0.2917162	0.1197320	0.6578151	0.7248824	0.6867574	0.7111093	0.2711205	0.0219931	0.5961227	0.4831853	0.2808648	0.6028339	0.7622518	0.3074639	0.3286318	0.0385852	0.0150408	0.0161317	0.5968748	0.4367574	0.3943452	0.6825477	0.3504285	0.5791008	0.2558907	0.0060013	0.5389937	0.3831368	0.6575423	0.6338760	0.5452358	0.0028977	0.1097481	0.8142515	0.0350476	0.1279703	0.7633025	0.2778474	0.4296131	0.3656649	0.5897209	0.0080925	0.3169386	0.1646855	0.3119450	0.4661964	0.1909746	0.1046579	0.3835383	0.0710293	0.2083101	0.6261855	0.0012390	0.6476100	0.1453801	0.2199621	0.4426629	0.0515552	0.4522804	0.1610098	0.2336616	0.3559850	0.1047688	0.3124839	0.1289895	0.4247672	0.4763946	0.0787635	0.0169961	0.4326480	0.4730800	0.7554907	0.0045504	0.6654266	0.5715760	0.1503185	0.6806634	0.0299732	0.2254689	0.0035554	0.0004965	0.6185931	0.7541113	0.0484639	0.5692069	0.4978662	0.5139442	0.3493620	0.0442008	0.3081107	0.6081483	0.6259942	0.1962453	0.4721705	0.1356909	0.5780715	0.7582714
0.0240183	0.5416119	0.3898183	0.0010558	0.1684989	0.6959425	0.3019032	0.6796995	0.6628651	0.6223871	0.5191325	0.7885042	0.7287448	0.1346447	0.4392184	0.4673963	0.5840628	0.2644589	0.1566285	0.0029936	0.0535317	0.5690987	0.3225161	0.3832617	0.3883630	0.6090183	0.6700355	0.2331869	0.0073701	0.2897347	0.3965229	0.5629921	0.2870958	0.2107655	0.0508628	0.2937791	0.5277160	0.4272010	0.0000000	0.7023038	0.0672814	0.5964685	0.1560466	0.3892922	0.0000000	0.4863995	0.6742898	0.2590955	0.5060645	0.1608204	0.0005992	0.0000000	0.0500746	0.2688522	0.6571794	0.6437180	0.8014475	0.1715172	0.7835692	0.0541634	0.1657238	0.6610125	0.2556862	0.3652902	0.4116725	0.1650228	0.2851155	0.2800088	0.5296860	0.4230350	0.0160298	0.1586364	0.5083373	0.4184275	0.6689572	0.0142508	0.6304233	0.5401968	0.0368045	0.5063428	0.0869722	0.3624921	0.0946831	0.6273723	0.1174849	0.7597116	0.0969239	0.0000446	0.6887866	0.3322230	0.4639881	0.0566803	0.2334543	0.4524130	0.3030204	0.2078182	0.5012671	0.4283859	0.6721094	0.3296281
0.4718327	0.3043620	0.6682429	0.0136877	0.4071738	0.5829018	0.5939561	0.6558177	0.5836358	0.6411263	0.0359293	0.4657644	0.3640170	0.0274365	0.5212205	0.0018488	0.1768279	0.4030625	0.0139531	0.0071543	0.4538630	0.3543228	0.3822012	0.4552654	0.6302701	0.2763399	0.7031657	0.6497630	0.5400655	0.3305045	0.0337831	0.4030344	0.4167045	0.5997819	0.0039246	0.5498966	0.5642932	0.2881734	0.0365522	0.6529692	0.0020827	0.1209105	0.0031100	0.3108148	0.1789737	0.6636089	0.3211118	0.4090644	0.1107384	0.0438919	0.6756397	0.1142420	0.3914389	0.5969163	0.1035187	0.1688545	0.1445429	0.0307328	0.5429415	0.5154519	0.4463624	0.0818980	0.0052751	0.1411384	0.3877800	0.4845288	0.0938761	0.0872088	0.0000000	0.5106507	0.0872183	0.2616736	0.6483992	0.0088259	0.6919020	0.0008186	0.0407119	0.2047339	0.0687504	0.6120967	0.0549270	0.4297206	0.1610465	0.4973910	0.0723023	0.6002534	0.0618697	0.0876502	0.6112375	0.1628185	0.1023403	0.0345706	0.1401703	0.5773092	0.0135797	0.1162946	0.0267317	0.0699439	0.0000000	0.6770063
